timestep,x,y,z,roll,pitch,yaw,phase
0.0,-1.4142135381698608,0.0,4.41421365737915,0.0,-0.0,0.0,0.0
0.0,-1.404573146609969,-1.2911719137214723e-21,4.405008091900452,-1.5605421332060483e-20,0.0020807083522323233,-1.6235171110283835e-23,0.0
1.0,-1.394825046662262,-8.960316395948273e-08,4.395622372088833,-5.584247586386145e-07,0.004526023230988866,-5.455927030970475e-07,0.0
2.0,-1.3850470921960547,-1.1163042229739124e-06,4.386058079115817,-5.160944751033825e-05,0.006571335521052898,7.713346088068932e-07,0.0
3.0,-1.3752480064350912,1.552824879890219e-08,4.3763068961158815,-2.958313802915864e-05,0.007735914753501649,-4.881810803520883e-07,0.0
4.0,-1.3654757127904067,9.620947240738922e-07,4.366360996694076,-2.1194473970734196e-05,0.008598185930132628,-2.4322642474904808e-06,0.0
5.0,-1.3557381525895031,1.967854327041549e-06,4.356261378770633,1.5374480578875603e-05,0.009596457587280949,2.449695105823836e-06,0.0
6.0,-1.3460400793419904,1.7197075016537807e-07,4.34628186124211,5.21649990835649e-06,0.011704322682481321,1.897849600985947e-05,0.0
7.0,-1.3363402805924816,-6.62519907360823e-06,4.33645991128919,-0.00017061454906952246,0.01487220696115186,3.8290384079169396e-05,0.0
8.0,-1.3266158487237316,-1.0233131632733254e-05,4.326725720017539,-0.00041865120694357016,0.018538566966648747,5.6375803355626395e-05,0.0
9.0,-1.316873078075917,-7.712967861982323e-06,4.3170206815667225,-0.0005852624819428298,0.02230387368653434,6.429968259082676e-05,0.0
10.0,-1.307121562665723,-2.827120579898068e-06,4.307336194810908,-0.0006355188344725336,0.02593869554819443,7.081437435764931e-05,0.0
11.0,-1.2973734272440063,2.909757410954864e-06,4.2976431493386915,-0.0005380225249115066,0.029573964229962675,7.304630706571582e-05,0.0
12.0,-1.287626703894286,1.0885071411907785e-05,4.287950156162899,-0.00024368517480981072,0.033233281700617026,7.655370330691856e-05,0.0
13.0,-1.2778706407880083,1.1762677471902115e-05,4.2782537284060025,5.263316185814766e-05,0.03665099624097236,8.079884284674339e-05,0.0
14.0,-1.2681123913265522,8.705714867321884e-06,4.268559076093672,0.00027214201826523585,0.039822011609085925,8.762628137454352e-05,0.0
15.0,-1.2583651670444136,4.81505673340843e-06,4.258855547342586,0.0003923429263175603,0.04300458119508607,9.45460496612823e-05,0.0
16.0,-1.2486191572365286,-3.41681645527563e-07,4.249153427103111,0.00037848019561967204,0.046210538564012076,0.0001023041448611282,0.0
17.0,-1.2388622295099727,-1.0655145940835707e-05,4.239454343253479,0.00010431664518701495,0.04917718947375776,0.00011124175221915769,0.0
18.0,-1.2291131723853361,-1.0618120928926431e-05,4.229759604543542,-0.00014797871777556796,0.052150136643318454,0.00011600006643976443,0.0
19.0,-1.2193758806482564,-8.665059463106076e-06,4.22005438667549,-0.00035450274568482197,0.05535609121974143,0.00011785559171495117,0.0
20.0,-1.2096408607668896,-6.31376290747706e-06,4.21034590755355,-0.0005029787228338237,0.058827756135460436,0.00011797034247411841,0.0
21.0,-1.1999018567061865,-2.5930211654478018e-06,4.200639520078408,-0.0005577488626145236,0.06245781701741241,0.0001166083649724586,0.0
22.0,-1.1901553775299762,2.3062177711560644e-06,4.190934643899419,-0.0004934760457307307,0.06606932279607018,0.00011570580444167777,0.0
23.0,-1.1804020890220557,6.890856892419282e-06,4.181230228834165,-0.0003188100189329744,0.06950967326569542,0.00011572900672613602,0.0
24.0,-1.1706505589238994,6.698919947215792e-06,4.1715279116846435,-0.00015801752334069068,0.07285917521188368,0.0001168405403894942,0.0
25.0,-1.1610357860392588,3.94535853603982e-06,4.162047511725037,-6.634533038335495e-05,0.07611022431171117,0.00011922058215294603,0.0
26.0,-1.1514183738105894,1.0527628180633448e-06,4.152577537801632,-4.33539859437174e-05,0.07921763674452655,0.00012255808833444736,0.0
27.0,-1.141805454614229,-3.0900613973563007e-07,4.143102195264375,-5.076385486214923e-05,0.08228727538190082,0.00012607494677904058,0.0
28.0,-1.132202575544658,1.395126570692491e-07,4.13361629086861,-4.470816321199719e-05,0.0855225617283322,0.00012899842957601933,0.0
29.0,-1.122600736145587,1.6917470925919278e-06,4.124132385305313,-5.345141364753253e-08,0.08892890773137126,0.0001311959684967777,0.0
30.0,-1.1129874915914635,2.6130870796436144e-06,4.114660649397444,6.498695606695991e-05,0.09226400195159173,0.00013330813487237423,0.0
31.0,-1.1033755822500648,2.5094167782732843e-06,4.105179541287078,0.0001287281757930841,0.09555371334132143,0.0001339257555734583,0.0
