timestep,x,y,z,roll,pitch,yaw,phase
0.0,2.0,0.0,3.0,0.0,-0.0,0.0,0.0
0.0,1.9917691833339801,0.0,3.0047856709942757,-0.0,-0.001775984869841796,0.0,0.0
1.0,1.9834622786416638,-3.6114861384044495e-10,3.009810119092713,-2.4461902403814695e-08,-0.003982218528491303,-7.91880679372099e-09,0.0
2.0,1.975152017049566,6.614838557764819e-09,3.014902568577749,1.800206091171166e-07,-0.006504340099127982,-3.95312776082674e-09,0.0
3.0,1.9668487357261288,-5.042594520672871e-09,3.020046507380445,1.635157552476435e-07,-0.009512357349700237,7.528418029345131e-09,0.0
4.0,1.9585461904762653,4.565642414157759e-09,3.0252090878126343,3.7893790980785864e-07,-0.012971329040304833,1.7917880271270203e-08,0.0
5.0,1.9502390868867785,8.59597978900541e-09,3.0303806122217565,6.54145620396881e-07,-0.01673496862246406,2.5474976777187428e-08,0.0
6.0,1.941925226652354,2.893750383212122e-09,3.035561301430002,7.564979925518223e-07,-0.020617784722013623,2.963657356547017e-08,0.0
7.0,1.9336102266016644,1.6139178980590553e-09,3.0407506909459774,8.244194648625658e-07,-0.02459049129754613,3.1911820656373974e-08,0.0
8.0,1.9252935090548502,-1.6725983391107641e-09,3.0459555528075763,7.950529300827362e-07,-0.02860818420103956,3.239356195619903e-08,0.0
9.0,1.9169734970495937,-2.1601972397483052e-09,3.0511633345501865,7.543361723733563e-07,-0.032585128664688774,3.2185509247922904e-08,0.0
10.0,1.9086543483632397,-1.8127260996174447e-09,3.056389931181789,7.164471767751086e-07,-0.03656628111473956,3.1480573760586375e-08,0.0
11.0,1.90033014942882,-2.638851104261142e-09,3.0616225318875903,6.531773141216193e-07,-0.04042456106157498,3.034616965617039e-08,0.0
12.0,1.892006391093651,-1.909447228021119e-09,3.06687032477621,6.089775701704437e-07,-0.04420786891366767,2.924857374827825e-08,0.0
13.0,1.883680115510505,3.4515028709803115e-10,3.072123860632428,6.185515146693373e-07,-0.04785958319184026,2.8258007751797863e-08,0.0
