timestep,x,y,z,roll,pitch,yaw,phase
0.0,1.9615705013275146,0.0,3.3901805877685547,0.0,-0.0,0.0,0.0
0.0,1.9526077126087307,0.0,3.3934819536671257,-0.0,-0.001938785406605671,0.0,0.0
1.0,1.9436168481308096,-8.765248907966645e-08,3.3970349101517807,-2.998195621704357e-06,-0.006247097716005858,-2.4292510940848034e-08,0.0
2.0,1.9345654835641897,1.7624023723206734e-07,3.4006992962221907,3.2878269883010306e-06,-0.01080554039775487,-1.4749007763860675e-08,0.0
3.0,1.9255194945325467,-1.1528017031599413e-07,3.4044812439881666,4.956742835281178e-07,-0.015775710693979185,1.5096440344688347e-09,0.0
4.0,1.9164749726890684,5.563454002034533e-07,3.408364808846209,1.5349669016047166e-05,-0.021219239593544204,-2.742726460048252e-08,0.0
5.0,1.9074102775881072,-3.357335548202744e-06,3.412321830126502,-7.504464512465977e-05,-0.026511172049010205,2.576521607634232e-07,0.0
6.0,1.8983504183825668,9.783177065726321e-06,3.4162572247394514,0.00020629617591126856,-0.03181324679188666,-9.297001074211975e-08,0.0
7.0,1.889283427368755,-9.402811829109994e-06,3.420231456105874,-9.325068137225718e-05,-0.03692830357056175,-1.0979284322625753e-06,0.0
8.0,1.8802060835714356,-3.7617088253849964e-06,3.4242209195495046,-0.00018728347285241025,-0.04167536653394366,-1.3482281223749512e-06,0.0
9.0,1.8711260267144354,5.2240866004854034e-06,3.428227465085565,-2.18853504544665e-05,-0.04605035951684721,-5.197141487784486e-08,0.0
10.0,1.8620546840986607,-2.1339258588488524e-06,3.4322158033078707,-9.107595704657696e-05,-0.05032855680068552,-6.235261912795168e-07,0.0
11.0,1.8529801856444983,3.3899508687243244e-06,3.4361960779057075,2.956251127214977e-05,-0.054374985283336924,3.9408663297348757e-07,0.0
12.0,1.8439024044000323,1.089401177298464e-05,3.4401655474011075,0.0003755866584444438,-0.05807309553576097,3.7337404261502643e-06,0.0
13.0,1.8348292974651035,5.317058333331511e-06,3.4441194910793476,0.0005606288023296127,-0.061637658427606934,8.87708446859825e-06,0.0
14.0,1.8257577597628891,7.473785199715916e-07,3.4480632676963747,0.0006301104885654934,-0.06504807837305965,1.5322043499688955e-05,0.0
15.0,1.816687635068222,5.606220187550394e-07,3.4519954215660293,0.0007034978063254242,-0.06831120898728094,2.278258177297234e-05,0.0
16.0,1.8076181475493134,1.6354813573846579e-07,3.455922272049132,0.0007632052962547027,-0.07145974638475616,3.055829539279545e-05,0.0
17.0,1.7985524185045552,-1.9303081599165934e-06,3.4598398119257636,0.0007487612269205309,-0.07457485058574212,3.774673504070295e-05,0.0
18.0,1.789484901430583,-2.929914828825847e-06,3.4637588784083153,0.0007028706710876331,-0.07760544887442991,4.427021755903684e-05,0.0
19.0,1.7804200988072743,-3.337899483386996e-06,3.4676636270884393,0.0006451625082324961,-0.08058430548154208,5.059138343182178e-05,0.0
20.0,1.7713554119115018,-2.4280577450834285e-06,3.4715710677835907,0.0006138545920477285,-0.0835274389023828,5.6651308709141275e-05,0.0
21.0,1.7622917052593179,-1.1475333382591155e-06,3.47547447600867,0.0006176077224386863,-0.08644713000958745,6.241019725728937e-05,0.0
