x,y,z,h
1.9615705,0,3.3901806,False
1.7194535,0,3.348219,False
1.475587,0,3.303265,False
1.2324269,0,3.2403464,False
0.98990166,0,3.1562145,False
0.7466834,0,3.1270976,False
0.5020406,0,3.1939561,False
0.25699252,0,3.2533283,False
0.010402493,0,3.3779259,False
-0.14580356,0,3.5844917,False
-0.11385056,0,3.598171,False
-0.08395175,0,3.602558,False
0.11762093,0,3.411817,False
-0.12047338,0,3.5996134,False
0.110901564,0,3.3769007,False
0.26631618,0,3.3832486,False
0.0802487,0,3.4891243,False
0.16471817,0,3.3311303,False
0.14963149,0,3.371715,False
0.047472477,0,3.4051235,False
-0.11616707,0,3.3648963,False
-0.21909237,0,3.4512575,False
-0.24912603,0,3.447544,False
-0.21808766,0,3.4319277,False
-0.16566649,0,3.401273,False
-0.09531223,0,3.3644433,False
-0.007307033,0,3.3529873,False
0.018963061,0,3.337496,False
0.044419345,0,3.3340032,False
0.0721938,0,3.3192987,False
