x,y,z,h
1.847759,0,3.7653668,False
1.6054304,0,3.6543055,False
1.3629855,0,3.5766644,False
1.120189,0,3.533475,False
0.877341,0,3.495614,False
0.6330886,0,3.4070535,False
0.38851434,0,3.2657785,False
0.14270926,0,3.3073766,False
-0.09990759,0,3.442864,False
-0.10714192,0,3.487192,False
-0.10121554,0,3.5196705,False
-0.092619434,0,3.5523696,False
0.09934386,0,3.384654,False
-0.1311259,0,3.5838766,False
0.09819646,0,3.3662302,False
0.26443872,0,3.3708913,False
0.06390664,0,3.490506,False
0.11732376,0,3.3348722,False
0.06706252,0,3.398697,False
-0.09130777,0,3.3897443,False
-0.23573247,0,3.4449084,False
-0.2710439,0,3.450553,False
-0.24537963,0,3.4435136,False
-0.21781956,0,3.4334047,False
-0.16527396,0,3.4005685,False
-0.095062755,0,3.3646388,False
-0.0073813424,0,3.3528788,False
0.01893408,0,3.3375425,False
0.04442326,0,3.3339663,False
0.07218915,0,3.3193214,False
