Timestamp,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,round_bar_x,round_bar_y,round_bar_z
1717790535156726224,-254.56178283691406,33.485225677490234,2048.29833984375,-414.26076253255206,47.65834935506185,1018.3678995768229,-1668.4852294921875,131.83865356445312,1818.832763671875
1717790535156732323,-256.7028096516927,33.223506927490234,2048.5559895833335,-416.41382853190106,46.269701639811196,1018.5822347005209,-1668.4852294921875,131.83865356445312,1818.832763671875
1717790535163758687,-258.8438364664714,32.961788177490234,2048.8136393229165,-418.56689453125,44.88105392456055,1018.7965698242188,-1668.4849853515625,131.8473154703776,1818.8332112630208
1717790535163768947,-260.98486328125,32.700069427490234,2049.0712890625,-418.56689453125,44.88105392456055,1018.7965698242188,-1668.4847412109375,131.8559773763021,1818.8336588541667
1717790535163774975,-260.98486328125,32.700069427490234,2049.0712890625,-418.56689453125,44.88105392456055,1018.7965698242188,-1668.4844970703125,131.86463928222656,1818.8341064453125
1717790535163809252,-260.98486328125,32.700069427490234,2049.0712890625,-418.56689453125,44.88105392456055,1018.7965698242188,-1668.4844970703125,131.86463928222656,1818.8341064453125
1717790535163814908,-260.98486328125,32.700069427490234,2049.0712890625,-420.53076171875,43.42017364501953,1019.0829467773438,-1668.4844970703125,131.86463928222656,1818.8341064453125
1717790535163820186,-263.1881612141927,32.42416508992513,2049.37939453125,-422.49462890625,41.959293365478516,1019.3693237304688,-1668.4844970703125,131.86463928222656,1818.8341064453125
1717790535173313642,-265.39145914713544,32.148260752360024,2049.6875,-424.45849609375,40.4984130859375,1019.6557006835938,-1668.4945475260417,131.86888631184897,1818.8373616536458
1717790535173323584,-267.5947570800781,31.872356414794922,2049.99560546875,-424.45849609375,40.4984130859375,1019.6557006835938,-1668.5045979817708,131.87313334147134,1818.8406168619792
1717790535173329393,-267.5947570800781,31.872356414794922,2049.99560546875,-424.45849609375,40.4984130859375,1019.6557006835938,-1668.5146484375,131.87738037109375,1818.8438720703125
1717790535173357767,-267.5947570800781,31.872356414794922,2049.99560546875,-424.45849609375,40.4984130859375,1019.6557006835938,-1668.5146484375,131.87738037109375,1818.8438720703125
1717790535173363796,-267.5947570800781,31.872356414794922,2049.99560546875,-426.44603474934894,39.08898798624674,1019.9185791015625,-1668.5146484375,131.87738037109375,1818.8438720703125
1717790535173369701,-269.8467102050781,31.6207758585612,2050.2764485677085,-428.43357340494794,37.67956288655599,1020.1814575195312,-1668.5146484375,131.87738037109375,1818.8438720703125
1717790535183235690,-272.0986633300781,31.369195302327473,2050.5572916666665,-430.4211120605469,36.270137786865234,1020.4443359375,-1668.5102132161458,131.87336222330728,1818.8429768880208
1717790535183245786,-274.3506164550781,31.11761474609375,2050.838134765625,-430.4211120605469,36.270137786865234,1020.4443359375,-1668.5057779947917,131.86934407552084,1818.8420817057292
1717790535183251938,-274.3506164550781,31.11761474609375,2050.838134765625,-430.4211120605469,36.270137786865234,1020.4443359375,-1668.5013427734375,131.86532592773438,1818.8411865234375
1717790535183280723,-274.3506164550781,31.11761474609375,2050.838134765625,-430.4211120605469,36.270137786865234,1020.4443359375,-1668.5013427734375,131.86532592773438,1818.8411865234375
1717790535183287840,-274.3506164550781,31.11761474609375,2050.838134765625,-432.3256123860677,34.79387346903483,1020.7093709309896,-1668.5013427734375,131.86532592773438,1818.8411865234375
1717790535183293521,-276.62953694661456,30.834567387898762,2051.175537109375,-434.23011271158856,33.31760915120443,1020.9744059244791,-1668.5013427734375,131.86532592773438,1818.8411865234375
1717790535192921138,-278.90845743815106,30.551520029703777,2051.512939453125,-436.1346130371094,31.841344833374023,1021.2394409179688,-1668.4896240234375,131.85611979166666,1818.8268636067708
1717790535192931199,-281.1873779296875,30.26847267150879,2051.850341796875,-436.1346130371094,31.841344833374023,1021.2394409179688,-1668.4779052734375,131.84691365559897,1818.8125406901042
1717790535192937292,-281.1873779296875,30.26847267150879,2051.850341796875,-436.1346130371094,31.841344833374023,1021.2394409179688,-1668.4661865234375,131.83770751953125,1818.7982177734375
1717790535192966676,-281.1873779296875,30.26847267150879,2051.850341796875,-436.1346130371094,31.841344833374023,1021.2394409179688,-1668.4661865234375,131.83770751953125,1818.7982177734375
1717790535192974064,-281.1873779296875,30.26847267150879,2051.850341796875,-437.53739166259766,30.73529052734375,1021.4738311767578,-1668.4661865234375,131.83770751953125,1818.7982177734375
1717790535192979608,-284.6652374267578,29.760396003723145,2052.398681640625,-438.94017028808594,29.629236221313477,1021.7082214355469,-1668.4661865234375,131.83770751953125,1818.7982177734375
1717790535203616931,-288.1430969238281,29.2523193359375,2052.947021484375,-440.3429489135742,28.523181915283203,1021.9426116943359,-1668.4657897949219,131.83020782470703,1818.7999572753906
1717790535203641550,-288.1430969238281,29.2523193359375,2052.947021484375,-441.7457275390625,27.41712760925293,1022.177001953125,-1668.4653930664062,131.8227081298828,1818.8016967773438
1717790535203644134,-288.1430969238281,29.2523193359375,2052.947021484375,-441.7457275390625,27.41712760925293,1022.177001953125,-1668.4649963378906,131.8152084350586,1818.8034362792969
1717790535203646222,-289.5947509765625,29.083446502685547,2053.1484375,-441.7457275390625,27.41712760925293,1022.177001953125,-1668.464599609375,131.80770874023438,1818.80517578125
1717790535203659418,-291.04640502929686,28.914573669433594,2053.349853515625,-441.7457275390625,27.41712760925293,1022.177001953125,-1668.464599609375,131.80770874023438,1818.80517578125
1717790535203661319,-292.49805908203126,28.74570083618164,2053.55126953125,-444.36944580078125,25.21491050720215,1022.6804809570312,-1668.464599609375,131.80770874023438,1818.80517578125
1717790535213391551,-293.9497131347656,28.576828002929688,2053.752685546875,-446.9931640625,23.012693405151367,1023.1839599609375,-1668.465087890625,131.81671142578125,1818.80908203125
1717790535213398068,-295.4013671875,28.407955169677734,2053.9541015625,-446.9931640625,23.012693405151367,1023.1839599609375,-1668.465576171875,131.82571411132812,1818.81298828125
1717790535213403737,-295.4013671875,28.407955169677734,2053.9541015625,-446.9931640625,23.012693405151367,1023.1839599609375,-1668.466064453125,131.834716796875,1818.81689453125
1717790535213430087,-295.4013671875,28.407955169677734,2053.9541015625,-446.9931640625,23.012693405151367,1023.1839599609375,-1668.466064453125,131.834716796875,1818.81689453125
1717790535213436350,-295.4013671875,28.407955169677734,2053.9541015625,-448.6829020182292,21.58975346883138,1023.5065511067709,-1668.466064453125,131.834716796875,1818.81689453125
1717790535213441807,-297.8551737467448,28.065706888834637,2054.3723958333335,-450.3726399739583,20.166813532511394,1023.8291422526041,-1668.466064453125,131.834716796875,1818.81689453125
1717790535224063924,-300.30898030598956,27.723458607991535,2054.7906901041665,-452.0623779296875,18.743873596191406,1024.1517333984375,-1668.4588216145833,131.85559590657553,1818.8054606119792
1717790535224074958,-302.7627868652344,27.381210327148438,2055.208984375,-452.0623779296875,18.743873596191406,1024.1517333984375,-1668.4515787760417,131.87647501627603,1818.7940266927083
