x,y,z,h
1.4142135,0,4.4142137,False
1.2077341,0,4.20369,False
0.9900191,0,3.98413,False
0.7603907,0,3.7616794,False
0.52245194,0,3.5402124,False
0.2786443,0,3.3495193,False
0.03339618,0,3.3536975,False
-0.1358671,0,3.35483,False
-0.16319323,0,3.341121,False
-0.18547158,0,3.3242707,False
-0.18493663,0,3.3177202,False
-0.18844064,0,3.321207,False
-0.20045544,0,3.3345883,False
-0.21867733,0,3.3570354,False
-0.25764877,0,3.3777122,False
-0.3019514,0,3.3920114,False
-0.34032935,0,3.4117405,False
-0.38905168,0,3.422994,False
-0.44069314,0,3.433818,False
-0.4813152,0,3.4389322,False
-0.5217305,0,3.4197216,False
-0.5319303,0,3.3883278,False
-0.56714326,0,3.3527915,False
-0.5980423,0,3.301764,False
-0.6474441,0,3.2325332,False
-0.7265574,0,3.1397467,False
-0.83941877,0,3.0297165,False
-0.99288136,0,2.8957312,False
-1.15047,0,2.7757292,False
-1.2879839,0,2.6820366,False
