x,y,z,h
2.0,0,3.0,False
1.8142302,0,3.116831,False
1.6304005,0,3.2291203,False
1.4396627,0,3.325948,False
1.2616266,0,3.4004657,False
1.078834,0,3.446868,False
0.89528453,0,3.450933,False
0.70909154,0,3.366062,False
0.4976754,0,3.2933323,False
0.30812368,0,3.295937,False
0.13607785,0,3.3158808,False
-0.018711118,0,3.3233552,False
-0.12834305,0,3.3314674,False
-0.20056003,0,3.3361166,False
-0.2419089,0,3.3580868,False
-0.2862578,0,3.3762662,False
-0.3288796,0,3.3934503,False
-0.37676373,0,3.4080892,False
-0.43329576,0,3.416857,False
-0.47258118,0,3.4244387,False
-0.5158269,0,3.4092753,False
-0.53207064,0,3.380689,False
-0.5634674,0,3.3469884,False
-0.5989247,0,3.2976358,False
-0.6490567,0,3.228405,False
-0.7287451,0,3.1353502,False
-0.84278667,0,3.0254571,False
-0.9970107,0,2.8910308,False
-1.1539915,0,2.7720182,False
-1.2908705,0,2.6795237,False
